Uso_solo_1,Uso_solo_2,Municipio_1,Municipio_2,Area_m2_1,Area_m2_2,Fid_1,Last_last,Cn_mancha_1,Cn_mancha_2,Altitude_mancha_1,Altitude_mancha_2,Dif_altitude,Comprimento,Dif_cn,Valoracao
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"29703,48","991713,2",10111,9903,82,70,"394,097561","386,0137525","8,08380852","251,3395607",12,"24381,37059"
Área Urbanizada,Floresta Nativa,Alto Piquiri,Alto Piquiri,"223535,55","991713,2",10580,9903,86,70,"397,2921348","386,0137525","11,27838238","362,2581565",16,"65370,97611"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"27888,96","991713,2",10041,9903,73,70,"397,625","386,0137525","11,61124754","293,8281733",3,"10235,13497"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"183489,25","991713,2",10138,9903,82,70,"397,849162","386,0137525","11,83540956","614,2112236",12,"87233,29661"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"86870,28","991713,2",10047,9903,73,70,"374,047619","386,0137525","11,96613341","957,9114799",-3,"-34387,48969"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"40217,67","991713,2",10139,9903,82,70,"371,2954545","386,0137525","14,71829791","668,5342486",-12,"-118076,2348"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"290148,2","991713,2",10147,9903,82,70,"401,7606178","386,0137525","15,74686531","201,8271678",12,"38137,74272"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"186011,52","991713,2",10026,9903,73,70,"367,7149533","386,0137525","18,29879919","986,8869293",-3,"-54176,53721"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"257026,9","991713,2",10137,9903,82,70,"405,4336283","386,0137525","19,41987586","1592,531609",12,"371121,1938"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"28942,98","991713,2",10054,9903,73,70,"406,1219512","386,0137525","20,10819876","229,3506623",3,"13835,48611"
Área Urbanizada,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2251303,04","991713,2",10581,9903,86,70,"406,3060519","386,0137525","20,29229942","686,4519861",16,"222875,0278"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"36872326,19","991713,2",10169,9903,82,70,"406,8659667","386,0137525","20,85221428","640,2568894",12,"160209,2862"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"158812,84","991713,2",10167,9903,82,70,"362,9402985","386,0137525","23,07345395","43,72711781",-12,"-12107,22767"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"18524,98","991713,2",10340,9903,79,70,"409,5769231","386,0137525","23,56317062","285,6673551",9,"60581,05767"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1915888,01","991713,2",10358,9903,79,70,"411,7146649","386,0137525","25,70091244","5588,994235",9,"1292780,263"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"357086,3","991713,2",10044,9903,73,70,"415,3923304","386,0137525","29,37857793","1021,881816",3,"90064,30367"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"422915,64","991713,2",10387,9903,79,70,"416,6457143","386,0137525","30,63196183","669,8406427",9,"184666,797"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"198280,03","991713,2",10130,9903,82,70,"417,2166667","386,0137525","31,20291421","481,4409066",12,"180268,3117"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","991713,2",10530,9903,20,70,"350,5979573","386,0137525","35,41579517","324,0292222",50,"573787,6281"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1938642,49","105530,58",10124,9904,82,70,"379,1051517","372,8449612","6,260190489","1340,263677",12,"100683,671"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"178479,09","105530,58",10551,9904,20,70,"341,1626506","372,8449612","31,68231064","55,12299423",50,"87321,19133"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"36872326,19","105530,58",10169,9904,82,70,"406,8659667","372,8449612","34,02100549","1408,784111",12,"575139,0236"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"410031,12","105530,58",10359,9904,79,70,"410,1810345","372,8449612","37,33607324","207,0200864",9,"69563,85396"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"995236,82","120820,2",10384,9906,79,70,"360,0457934","343,6927374","16,35305597","3546,662029",9,"521988,8639"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","120820,2",10554,9906,20,70,"323,6100552","343,6927374","20,08268225","470,2236504",50,"472167,6079"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1938642,49","23235,63",10124,9907,82,70,"379,1051517","400,8846154","21,77946366","601,5957168",-12,"-157229,1846"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"489953,46","116207,3",10381,9908,79,70,"365,827957","368,5897436","2,761786601","1113,873926",-9,"-27686,53875"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2115196,01","116207,3",10386,9908,79,70,"387,5395111","368,5897436","18,9497675","1536,064308",9,"261972,5535"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1350122,57","116207,3",10121,9908,82,70,"392,8925831","368,5897436","24,30283953","462,5322477",12,"134890,1639"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","116207,3",10554,9908,20,70,"323,6100552","368,5897436","44,97968841","40,32789056",50,"90696,79758"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","77386,66",10530,9910,20,70,"350,5979573","353,0431034","2,445146159","888,6443755",50,"108643,2691"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1584965,55","77386,66",10155,9910,82,70,"389,5267925","353,0431034","36,48368901","1813,933565",12,"794147,8568"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32556,36","11936,68",10408,9911,79,70,"316,6595745","321,8888889","5,229314421","380,8920825",-9,"-17926,24014"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","11936,68",10152,9911,82,70,"360,3640605","321,8888889","38,47517159","179,7665768",12,"82998,59867"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","70025,21",10530,9912,20,70,"350,5979573","358,3846154","7,786658096","925,2801281",50,360242
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1734998,09","70025,21",10158,9912,82,70,"374,6573427","358,3846154","16,27272727","2353,896338",12,"459651,7577"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","63428,96",10530,9913,20,70,"350,5979573","343,4660194","7,131937872","1526,684977",-50,"-544411,1203"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"9737704,11","63428,96",10433,9913,79,70,"388,9450379","343,4660194","45,47901852","1542,799649",9,"631485,1242"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","99684,65",10152,9914,82,70,"360,3640605","362,5839416","2,219881131","919,1829353",-12,"-24485,72225"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"92665,23","99684,65",10077,9914,73,70,"371,5636364","362,5839416","8,979694758","738,0748866",3,"19883,06157"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"107758,43","99684,65",10074,9914,73,70,"374,7083333","362,5839416","12,12439173","117,1077203",3,"4259,579626"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15011,54","99684,65",10405,9914,79,70,"345,962963","362,5839416","16,62097864","425,54382",-9,"-63656,59269"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3303813,12","99684,65",10413,9914,79,70,"381,2717272","362,5839416","18,68778557","1283,1871",9,"215819,3283"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"98899,89","99684,65",10012,9914,73,70,394,"362,5839416","31,41605839","523,8498253",3,"49371,89011"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"125266,55","576344,16",10409,9916,79,70,"384,832","385,1035714","0,271571429","920,9401236",-9,"-2250,909228"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3303813,12","576344,16",10413,9916,79,70,"381,2717272","385,1035714","3,831844256","87,56516181",-9,"-3019,824561"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"290075,06","576344,16",10002,9916,73,70,"393,2743056","385,1035714","8,170734127","171,2848254",3,"4198,568306"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1734998,09","576344,16",10158,9916,82,70,"374,6573427","385,1035714","10,44622877","3777,978627",-12,"-473587,5484"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"133378,91","576344,16",10410,9916,79,70,"401,057971","385,1035714","15,95439959","689,3660571",9,"98985,79382"
Área Urbanizada,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2251303,04","576344,16",10581,9916,86,70,"406,3060519","385,1035714","21,20248044","34,91704033",16,"11845,24584"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"123436,61","576344,16",10162,9916,82,70,"409,8931298","385,1035714","24,78955834","177,2847929",12,"52737,74059"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","576344,16",10530,9916,20,70,"350,5979573","385,1035714","34,50561414","978,0191434",50,"1687357,559"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"49507,85","32551,96",10076,9918,73,70,"341,6933333","348,2765957","6,583262412","74,81688584",-3,"-1477,617577"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","32551,96",10554,9918,20,70,"323,6100552","348,2765957","24,66654056","91,57633898",50,"112943,574"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3303813,12","32551,96",10413,9918,79,70,"381,2717272","348,2765957","32,99513143","1002,264006",9,"297628,4934"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"85404,82","13484,33",10082,9919,73,70,"355,2970297","359,8275862","4,530556504","213,1829317",-3,"-2897,511953"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","13484,33",10530,9919,20,70,"350,5979573","359,8275862","9,229628918","336,6129",50,"155340,6078"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1857724,76","13484,33",10418,9919,79,70,"386,2572877","359,8275862","26,4297015","209,2360103",9,"49770,40767"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"547156,72","93234,22",10417,9920,52,30,"391,8275862","395,4573643","3,629778134","23,30462119",-22,"-1860,993297"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"362784,76","93234,22",10165,9920,60,30,"401,2813456","395,4573643","5,823981225","810,9140873",30,"141682,4526"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"64811,73","93234,22",10080,9920,36,30,"406,1384615","395,4573643","10,6810972","314,1753541",6,"20134,42496"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"570025,68","93234,22",10414,9920,52,30,"409,4038462","395,4573643","13,94648181","117,9304849",22,"36183,73797"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","93234,22",9941,9920,82,30,"363,9671945","395,4573643","31,49016982","599,3449938",-52,"-981420,7332"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"232487,65","93234,22",10529,9920,20,30,"363,5838926","395,4573643","31,87347172","333,9267027",10,"106434,0332"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"866854,56","41939,2",10530,9921,20,70,"350,5979573","343,08","7,517957289","995,7904535",-50,"-374315,5049"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"158812,84","41939,2",10167,9921,82,70,"362,9402985","343,08","19,86029851","874,1479704",12,"208330,0756"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","95897,71",10152,9923,82,70,"360,3640605","350,1727273","10,1913332","212,4599691",12,"25983,00405"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"480443,47","95897,71",10440,9923,79,70,"326,7865169","350,1727273","23,38621042","1067,2847",-9,"-224637,7012"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","3172,12",10554,9924,20,70,"323,6100552","305,1","18,51005518","96,59815756",-50,"-89401,86134"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","3172,12",10149,9924,82,70,"339,485872","305,1","34,38587204","118,3092427",12,"48817,99775"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"13605,97","47737,06",10442,9925,79,70,"322,8387097","322,4255319","0,413177762","240,2572996",9,"893,42076"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","47737,06",10554,9925,20,70,"323,6100552","322,4255319","1,184523266","186,7454744",-50,"-11060,21796"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"480443,47","47737,06",10440,9925,79,70,"326,7865169","322,4255319","4,360984939","480,3180627",9,"18851,93853"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,179945,"47737,06",10556,9925,20,70,"340,2237443","322,4255319","17,79821238","358,4649829",-50,"-319001,7948"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","47737,06",10152,9925,82,70,"360,3640605","322,4255319","37,93852856","56,49434689",12,"25719,74872"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"317736,03","26632,56",10445,9926,79,70,"360,9254237","363,7567568","2,831333028","285,6201859",-9,"-7278,172793"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","26632,56",10152,9926,82,70,"360,3640605","363,7567568","3,392696282","232,8320666",-12,"-9479,141838"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,179945,"26632,56",10556,9926,20,70,"340,2237443","363,7567568","23,53301246","136,6059997",50,"160737,5346"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","186088,1",9941,9927,82,70,"363,9671945","346,0366492","17,9305453","3327,35973",12,"715936,4926"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"76417,77","186088,1",10431,9927,79,70,"365,5794393","346,0366492","19,54279004","993,9829988",9,"174826,8094"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","20501,81",9941,9929,82,70,"363,9671945","320,9615385","43,00565606","588,320838",12,"303613,4833"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"133232,71","41912,93",10559,9930,20,70,"374,3650794","372,2857143","2,079365079","577,8689128",-50,"-60080,02188"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"30001,23","41912,93",10438,9930,79,70,"374,64","372,2857143","2,354285714","483,4051788",9,"10242,66516"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32070937,64","41912,93",9941,9930,82,70,"363,9671945","372,2857143","8,318519769","155,8625227",-12,"-15558,54572"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"1012261,37","41912,93",10434,9930,79,70,"386,1553398","372,2857143","13,86962552","382,3239411",9,"47724,20901"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"9737704,11","127659,52",10433,9931,79,30,"388,9450379","430,034188","41,0891501","1530,971393",49,"3082409,355"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"129613,13","122982,1",10439,9932,79,70,"399,2695035","415,3802817","16,11077814","488,189605",-9,"-70786,02976"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"62540,44","122982,1",9982,9932,73,70,"396,2151899","415,3802817","19,16509182","432,5632645",-3,"-24870,34404"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","122982,1",10595,9932,82,70,"384,7726229","415,3802817","30,60765883","1140,312447",-12,"-418827,532"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2290973,64","154602,75",10446,9933,79,70,"365,5844433","358,5471698","7,03727345","1715,697045",9,"108664,4634"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"4952482,64","154602,75",10429,9933,79,70,"371,4220553","358,5471698","12,87488546","1999,228644",9,"231658,5583"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"423931,91","154602,75",10558,9933,20,70,"335,416122","358,5471698","23,13104781","1200,307967",50,"1388219,049"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","154602,75",10595,9933,82,70,"384,7726229","358,5471698","26,22545304","8,432782146",12,"2653,842386"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"423931,91","88973,09",10558,9934,20,70,"335,416122","333,2377622","2,178359766","1316,751227",-50,"-143417,8947"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"63784,24","88973,09",9983,9934,73,70,"335,4782609","333,2377622","2,240498632","479,3981189",3,"3222,272489"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"947395,37","88973,09",10444,9934,79,70,"348,294772","333,2377622","15,05700973","1859,433132",9,"251977,5248"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"423931,91","17558,73",10558,9935,20,70,"335,416122","329,6521739","5,763948091","506,7191245",-50,"-146035,1365"
Plantios Florestais,Floresta Nativa,Alto Piquiri,Alto Piquiri,"69444,91","17558,73",9984,9935,73,70,"351,2978723","329,6521739","21,64569843","5,495945664",3,"356,8907473"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"2290973,64","17558,73",10446,9935,79,70,"365,5844433","329,6521739","35,93226935","279,6588146",9,"90438,98267"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"35272412,57","574693,13",10595,9936,82,70,"384,7726229","349,6071429","35,16548","2623,213301",12,"1106958,658"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"15294311,74","29491,25",10152,9937,82,70,"360,3640605","354,0697674","6,294293033","350,740813",12,"26491,98547"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"32140,56","29491,25",10447,9937,79,70,"345,1590909","354,0697674","8,910676533","331,2014185",-9,"-26561,05837"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"101904,43","29491,25",10448,9937,79,70,"332,3269231","354,0697674","21,74284437","353,8619189",-9,"-69245,68166"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","29491,25",10554,9937,20,70,"323,6100552","354,0697674","30,45971226","101,3369546",50,"154334,7239"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"844104,72","40701,57",10441,9938,79,70,"362,9895969","356,9038462","6,085750725","1106,051137",9,"60580,36357"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"173036,12","40701,57",10557,9938,20,70,"330,062201","356,9038462","26,8416452","298,3489349",50,"400408,8128"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"423931,91","15705,05",10558,9939,20,70,"335,416122","326,15","9,266122004","419,1957712",-50,"-194215,958"
Pastagem/Campo,Floresta Nativa,Alto Piquiri,Alto Piquiri,"947395,37","15705,05",10444,9939,79,70,"348,294772","326,15","22,14477197","222,9316661",9,"44430,9382"
Várzea,Agricultura Anual,Alto Piquiri,Alto Piquiri,"133232,71","32070937,64",10559,9941,20,82,"374,3650794","363,9671945","10,39788485","307,3382668",-62,"-198131,4102"
Pastagem/Campo,Agricultura Anual,Alto Piquiri,Alto Piquiri,"382906,64","32070937,64",10425,9941,79,82,"332,7815789","363,9671945","31,18561557","2186,73167",3,"204583,7197"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","20423,57",10554,9943,20,70,"323,6100552","317,8648649","5,745190316","100,7006461",-50,"-28927,21883"
Agricultura Anual,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3631899,04","20423,57",10149,9943,82,70,"339,485872","317,8648649","21,62100717","1121,475449",12,"290969,1446"
Várzea,Floresta Nativa,Alto Piquiri,Alto Piquiri,"3161549,63","12732,45",10554,9944,20,70,"323,6100552","299,4666667","24,14338851","400,8696209",-50,"-483917,55"
