"Uso_solo","Municipio","Area_m2","Fid_1","Last_last","Cn_mancha1","Cn_mancha2","Altitude_mancha1","Altitude_mancha2","Dif_altitude","Comprimento","Dif_cn","Valoracao"
"Floresta Nativa","Alto Piquiri","354419,42","9728","10260","70","79","343,6957746","342,3469388","1,348835872","853,5007343","-9","-10361,09166"
"Pastagem/Campo","Alto Piquiri","29871,82","10260","10260","70","79","343,6957746","342,3469388","1,348835872","853,5007343","-9","-10361,09166"
"Agricultura Anual","Alto Piquiri","117000000","9505","10260","82","79","352,2107826","342,3469388","9,863843799","629,7385312","3","18634,92752"
"Pastagem/Campo","Alto Piquiri","29871,82","10260","10260","82","79","352,2107826","342,3469388","9,863843799","629,7385312","3","18634,92752"
"Agricultura Anual","Alto Piquiri","117000000","9505","10261","82","79","352,2107826","413,0656566","-60,85487399","1055,056743","-3","192616,0354"
"Pastagem/Campo","Alto Piquiri","283968,95","10261","10261","82","79","352,2107826","413,0656566","-60,85487399","1055,056743","-3","192616,0354"
"Área Urbanizada","Alto Piquiri","502008,42","10584","10261","86","79","410,1742857","413,0656566","2,891370852","322,171468","-7","-6520,620343"
"Pastagem/Campo","Alto Piquiri","283968,95","10261","10261","86","79","410,1742857","413,0656566","2,891370852","322,171468","-7","-6520,620343"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10261","82","79","384,7726229","413,0656566","28,29303371","2748,390465","-3","-233280,9122"
"Pastagem/Campo","Alto Piquiri","283968,95","10261","10261","82","79","384,7726229","413,0656566","28,29303371","2748,390465","-3","-233280,9122"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10264","82","79","384,7726229","371,0869565","13,68566633","394,8647416","3","16211,9613"
"Pastagem/Campo","Alto Piquiri","12967,34","10264","10264","82","79","384,7726229","371,0869565","13,68566633","394,8647416","3","16211,9613"
"Floresta Nativa","Alto Piquiri","419102,18","9783","10264","70","79","353,9784689","371,0869565","17,10848762","209,9248194","9","32323,46557"
"Pastagem/Campo","Alto Piquiri","12967,34","10264","10264","70","79","353,9784689","371,0869565","17,10848762","209,9248194","9","32323,46557"
"Floresta Nativa","Alto Piquiri","1362994,65","10489","10268","70","79","354,1027778","342,8717949","11,23098291","841,8732489","-9","-85095,5766"
"Pastagem/Campo","Alto Piquiri","50956,46","10268","10268","70","79","354,1027778","342,8717949","11,23098291","841,8732489","-9","-85095,5766"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10268","82","79","384,7726229","342,8717949","41,90082798","452,8167529","3","56920,19061"
"Pastagem/Campo","Alto Piquiri","50956,46","10268","10268","82","79","384,7726229","342,8717949","41,90082798","452,8167529","3","56920,19061"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10269","82","52","384,7726229","401,4782609","16,70563802","717,4488464","-30","-359563,2217"
"Pastagem/Campo","Alto Piquiri","29057,68","10269","10269","82","52","384,7726229","401,4782609","16,70563802","717,4488464","-30","-359563,2217"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10270","82","52","363,9671945","336,41","27,55719452","2088,918449","30","1726941,961"
"Pastagem/Campo","Alto Piquiri","65674,01","10270","10270","82","52","363,9671945","336,41","27,55719452","2088,918449","30","1726941,961"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10271","82","79","363,9671945","354,5777778","9,389416739","554,1897328","3","15610,55506"
"Pastagem/Campo","Alto Piquiri","39368,89","10271","10271","82","79","363,9671945","354,5777778","9,389416739","554,1897328","3","15610,55506"
"Floresta Nativa","Alto Piquiri","1362994,65","10489","10272","70","79","354,1027778","343,6909091","10,41186869","542,867265","-9","-50870,3641"
"Pastagem/Campo","Alto Piquiri","47240,74","10272","10272","70","79","354,1027778","343,6909091","10,41186869","542,867265","-9","-50870,3641"
"Floresta Nativa","Alto Piquiri","1362994,65","10489","10272","70","79","354,1027778","343,6909091","10,41186869","542,867265","-9","-50870,3641"
"Pastagem/Campo","Alto Piquiri","47240,74","10272","10272","70","79","354,1027778","343,6909091","10,41186869","542,867265","-9","-50870,3641"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10273","82","52","384,7726229","373,5909091","11,18171376","523,8150559","30","175714,5006"
"Pastagem/Campo","Alto Piquiri","24748,39","10273","10273","82","52","384,7726229","373,5909091","11,18171376","523,8150559","30","175714,5006"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10274","82","52","384,7726229","386","1,227377145","769,8751658","-30","-28347,81549"
"Pastagem/Campo","Alto Piquiri","50008,17","10274","10274","82","52","384,7726229","386","1,227377145","769,8751658","-30","-28347,81549"
"Floresta Nativa","Alto Piquiri","1952777,44","9740","10277","70","52","311,048522","314,7173913","3,668869274","274,9669646","-18","-18158,72126"
"Pastagem/Campo","Alto Piquiri","114642,05","10277","10277","70","52","311,048522","314,7173913","3,668869274","274,9669646","-18","-18158,72126"
"Várzea","Mariluz","384744,31","363352","10277","20","52","295,669708","314,7173913","19,04768328","316,5894263","32","192969,4439"
"Pastagem/Campo","Alto Piquiri","114642,05","10277","10277","20","52","295,669708","314,7173913","19,04768328","316,5894263","32","192969,4439"
"Várzea","Mariluz","384744,31","363352","10277","20","52","295,669708","314,7173913","19,04768328","316,5894263","32","192969,4439"
"Pastagem/Campo","Alto Piquiri","114642,05","10277","10277","20","52","295,669708","314,7173913","19,04768328","316,5894263","32","192969,4439"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10277","82","52","363,9671945","314,7173913","49,24980321","1744,602798","30","2577640,334"
"Pastagem/Campo","Alto Piquiri","114642,05","10277","10277","82","52","363,9671945","314,7173913","49,24980321","1744,602798","30","2577640,334"
"Várzea","Alto Piquiri","264631,98","10499","10278","20","79","338,5772727","349,8404255","11,26315281","765,3153214","59","508571,9411"
"Pastagem/Campo","Alto Piquiri","108792,43","10278","10278","20","79","338,5772727","349,8404255","11,26315281","765,3153214","59","508571,9411"
"Agricultura Anual","Alto Piquiri","35272412,57","10595","10278","82","79","384,7726229","349,8404255","34,93219732","1818,504515","3","190573,0757"
"Pastagem/Campo","Alto Piquiri","108792,43","10278","10278","82","79","384,7726229","349,8404255","34,93219732","1818,504515","3","190573,0757"
"Agricultura Anual","Alto Piquiri","32070937,64","9941","10279","82","79","363,9671945","369,7759336","5,808739093","2783,799261","-3","-48511,09079"
"Pastagem/Campo","Alto Piquiri","345680,98","10279","10279","82","79","363,9671945","369,7759336","5,808739093","2783,799261","-3","-48511,09079"
"Floresta Nativa","Alto Piquiri","1362994,65","10489","10281","70","79","354,1027778","335,6393443","18,46343352","499,7090656","-9","-83037,106"
"Pastagem/Campo","Alto Piquiri","52867,1","10281","10281","70","79","354,1027778","335,6393443","18,46343352","499,7090656","-9","-83037,106"
